matricula,cidade_em_que_nasceu,município_em_que_mora,curso,ira,ano_de_ingresso,prazo_para_terminar_o_curso,ch_total,semestre_em_que_o_aluno_está,quantidade_de_trancamentos,quantidade_de_reprovações,media_das_notas,variancia_das_notas,CRT0002,CRT0003,CRT0004,CRT0006,CRT0007,CRT0008,CRT0009,CRT0010,CRT0011,CRT0018,CRT0021,CRT0022,CRT0023,CRT0026,CRT0027,CRT0028,CRT0029,CRT0030,CRT0031,CRT0032,CRT0033,CRT0034,CRT0035,CRT0038,CRT0039,CRT0040,CRT0041,CRT0042,CRT0043,CRT0044,CRT0082,CRT0086,CRT0226,CRT0229,CRT0230,CRT0232,CRT0233,CRT0234,CRT0235,CRT0236,CRT0237,CRT0238,CRT0239,CRT0240,CRT0241,CRT0242,CRT0243,CRT0244,CRT0245,CRT0246,CRT0247,CRT0248,CRT0249,CRT0250,CRT0251,CRT0252,CRT0253,CRT0254,CRT0255,CRT0262,CRT0264,CRT0265,CRT0266,CRT0267,CRT0268,CRT0269,CRT0270,CRT0272,CRT0273,CRT0274,CRT0275,CRT0276,CRT0294,CRT0302,CRT0303,CRT0306,CRT0308,CRT0313,CRT0314,CRT0315,CRT0316,CRT0320,CRT0324,CRT0326,CRT0329,CRT0330,CRT0338,CRT0344,CRT0383,CRT0384,CRT0385,CRT0386,CRT0387,CRT0388,CRT0390,CRT0391,CRT0392,CRT0393,CRT0394,CRT0402,CRT0403,CRT0404,CRT0405,CRT0406,CRT0407,CRT0408,CRT0409,CRT0410,CRT0411,CRT0412,CRT0413,CRT0414,CRT0415,CRT0416,CRT0417,CRT0418,CRT0419,CRT0420,CRT0421,CRT0431,CRT0432,CRT0433,CRT0434,reprovado_vezes_CRT0002,reprovado_vezes_CRT0003,reprovado_vezes_CRT0004,reprovado_vezes_CRT0006,reprovado_vezes_CRT0007,reprovado_vezes_CRT0008,reprovado_vezes_CRT0009,reprovado_vezes_CRT0010,reprovado_vezes_CRT0011,reprovado_vezes_CRT0018,reprovado_vezes_CRT0021,reprovado_vezes_CRT0022,reprovado_vezes_CRT0023,reprovado_vezes_CRT0026,reprovado_vezes_CRT0027,reprovado_vezes_CRT0028,reprovado_vezes_CRT0029,reprovado_vezes_CRT0030,reprovado_vezes_CRT0031,reprovado_vezes_CRT0032,reprovado_vezes_CRT0033,reprovado_vezes_CRT0034,reprovado_vezes_CRT0035,reprovado_vezes_CRT0038,reprovado_vezes_CRT0039,reprovado_vezes_CRT0040,reprovado_vezes_CRT0041,reprovado_vezes_CRT0042,reprovado_vezes_CRT0043,reprovado_vezes_CRT0044,reprovado_vezes_CRT0082,reprovado_vezes_CRT0086,reprovado_vezes_CRT0226,reprovado_vezes_CRT0229,reprovado_vezes_CRT0230,reprovado_vezes_CRT0232,reprovado_vezes_CRT0233,reprovado_vezes_CRT0234,reprovado_vezes_CRT0235,reprovado_vezes_CRT0236,reprovado_vezes_CRT0237,reprovado_vezes_CRT0238,reprovado_vezes_CRT0239,reprovado_vezes_CRT0240,reprovado_vezes_CRT0241,reprovado_vezes_CRT0242,reprovado_vezes_CRT0243,reprovado_vezes_CRT0244,reprovado_vezes_CRT0245,reprovado_vezes_CRT0246,reprovado_vezes_CRT0247,reprovado_vezes_CRT0248,reprovado_vezes_CRT0249,reprovado_vezes_CRT0250,reprovado_vezes_CRT0251,reprovado_vezes_CRT0252,reprovado_vezes_CRT0253,reprovado_vezes_CRT0254,reprovado_vezes_CRT0255,reprovado_vezes_CRT0262,reprovado_vezes_CRT0264,reprovado_vezes_CRT0265,reprovado_vezes_CRT0266,reprovado_vezes_CRT0267,reprovado_vezes_CRT0268,reprovado_vezes_CRT0269,reprovado_vezes_CRT0270,reprovado_vezes_CRT0272,reprovado_vezes_CRT0273,reprovado_vezes_CRT0274,reprovado_vezes_CRT0275,reprovado_vezes_CRT0276,reprovado_vezes_CRT0294,reprovado_vezes_CRT0302,reprovado_vezes_CRT0303,reprovado_vezes_CRT0306,reprovado_vezes_CRT0308,reprovado_vezes_CRT0313,reprovado_vezes_CRT0314,reprovado_vezes_CRT0315,reprovado_vezes_CRT0316,reprovado_vezes_CRT0320,reprovado_vezes_CRT0324,reprovado_vezes_CRT0326,reprovado_vezes_CRT0329,reprovado_vezes_CRT0330,reprovado_vezes_CRT0338,reprovado_vezes_CRT0344,reprovado_vezes_CRT0383,reprovado_vezes_CRT0384,reprovado_vezes_CRT0385,reprovado_vezes_CRT0386,reprovado_vezes_CRT0387,reprovado_vezes_CRT0388,reprovado_vezes_CRT0390,reprovado_vezes_CRT0391,reprovado_vezes_CRT0392,reprovado_vezes_CRT0393,reprovado_vezes_CRT0394,reprovado_vezes_CRT0402,reprovado_vezes_CRT0403,reprovado_vezes_CRT0404,reprovado_vezes_CRT0405,reprovado_vezes_CRT0406,reprovado_vezes_CRT0407,reprovado_vezes_CRT0408,reprovado_vezes_CRT0409,reprovado_vezes_CRT0410,reprovado_vezes_CRT0411,reprovado_vezes_CRT0412,reprovado_vezes_CRT0413,reprovado_vezes_CRT0414,reprovado_vezes_CRT0415,reprovado_vezes_CRT0416,reprovado_vezes_CRT0417,reprovado_vezes_CRT0418,reprovado_vezes_CRT0419,reprovado_vezes_CRT0420,reprovado_vezes_CRT0421,reprovado_vezes_CRT0431,reprovado_vezes_CRT0432,reprovado_vezes_CRT0433,reprovado_vezes_CRT0434
514762,NOVO ORIENTE/CE,CRATEÚS,SISTEMAS DE INFORMAÇÃO,5.9718,2021.1,2025.1,2496.0,11,2,14,6.457692307692307,10.285233785822022,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536593,CARNAUBAL/CE,SÃO BENEDITO,SISTEMAS DE INFORMAÇÃO,7.81,2022.1,2026.1,2368.0,9,0,4,7.621951219512195,4.751256097560976,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
540832,IPU/CE,IPU,SISTEMAS DE INFORMAÇÃO,6.029,2022.1,2026.1,1600.0,9,2,13,6.1,8.259473684210526,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
537030,CRATEÚS/CE,IPAPORANGA,SISTEMAS DE INFORMAÇÃO,2.691,2022.1,2026.1,464.0,9,1,26,3.197058823529412,7.7475668449197865,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,2,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
538041,CRATEÚS/CE,CRATEÚS,SISTEMAS DE INFORMAÇÃO,4.3203,2022.1,2026.1,1152.0,9,2,15,4.761764705882352,11.144251336898398,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
542303,CRATEÚS/CE,CRATEÚS,SISTEMAS DE INFORMAÇÃO,4.3518,2022.1,2026.1,912.0,9,3,10,5.308000000000001,11.864933333333333,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
539040,IPU/CE,CRATEÚS,SISTEMAS DE INFORMAÇÃO,5.5948,2022.1,2026.1,1712.0,9,4,8,6.597222222222222,9.104277777777778,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
539424,CRATEÚS/CE,CRATEÚS,SISTEMAS DE INFORMAÇÃO,6.7216,2022.1,2026.1,1296.0,9,2,4,7.2807692307692315,4.916015384615385,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
537915,CRATEÚS/CE,CRATEÚS,SISTEMAS DE INFORMAÇÃO,6.9708,2022.1,2026.1,1872.0,9,2,7,7.191666666666666,6.6065,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542305,PARAMBU/CE,PARAMBU,SISTEMAS DE INFORMAÇÃO,7.8475,2022.1,2026.1,2528.0,9,0,2,7.761904761904762,2.353147502903601,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542281,BRASÍLIA/DF,NOVO ORIENTE,SISTEMAS DE INFORMAÇÃO,6.207,2022.1,2026.1,1648.0,9,0,10,6.481081081081081,9.837132132132131,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540805,CRATEÚS/CE,CRATEÚS,SISTEMAS DE INFORMAÇÃO,6.9394,2022.1,2026.1,1952.0,9,1,6,7.007894736842106,4.461827880512092,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542272,IPU/CE,IPU,SISTEMAS DE INFORMAÇÃO,6.1392,2022.1,2026.1,1584.0,9,0,12,6.21578947368421,7.910014224751066,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
537174,CRATEÚS/CE,CRATEÚS,SISTEMAS DE INFORMAÇÃO,6.5727,2022.1,2026.1,1536.0,9,2,7,6.509375,7.912489919354838,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
538202,NOVO ORIENTE/CE,NOVO ORIENTE,SISTEMAS DE INFORMAÇÃO,6.3237,2022.1,2026.1,1312.0,9,5,8,6.317241379310345,7.1214778325123165,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
537613,ARARENDÁ/CE,ARARENDÁ,SISTEMAS DE INFORMAÇÃO,7.9166,2022.1,2026.1,2784.0,9,0,2,8.095555555555556,2.4422525252525253,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
539048,CRATEÚS/CE,CRATEÚS,SISTEMAS DE INFORMAÇÃO,6.1978,2022.1,2026.1,896.0,9,0,5,6.705263157894737,13.587192982456141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0
539740,CATUNDA/CE,CATUNDA,SISTEMAS DE INFORMAÇÃO,3.8889,2022.1,2026.1,928.0,9,0,20,4.474285714285715,8.6078487394958,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,4,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
539581,CRATEÚS/CE,CRATEÚS,SISTEMAS DE INFORMAÇÃO,4.5754,2022.1,2026.1,1088.0,9,1,11,5.520689655172412,11.186699507389163,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
