matricula,cidade_em_que_nasceu,município_em_que_mora,curso,ira,ano_de_ingresso,prazo_para_terminar_o_curso,ch_total,semestre_em_que_o_aluno_está,quantidade_de_trancamentos,quantidade_de_reprovações,media_das_notas,variancia_das_notas,CRT0001,CRT0002,CRT0003,CRT0004,CRT0005,CRT0006,CRT0007,CRT0008,CRT0009,CRT0010,CRT0011,CRT0018,CRT0025,CRT0026,CRT0027,CRT0028,CRT0029,CRT0030,CRT0032,CRT0033,CRT0034,CRT0035,CRT0036,CRT0038,CRT0039,CRT0040,CRT0041,CRT0042,CRT0043,CRT0044,CRT0082,CRT0086,CRT0092,CRT0132,CRT0226,CRT0229,CRT0233,CRT0235,CRT0236,CRT0240,CRT0242,CRT0246,CRT0249,CRT0252,CRT0266,CRT0267,CRT0268,CRT0294,CRT0296,CRT0297,CRT0298,CRT0299,CRT0300,CRT0302,CRT0303,CRT0304,CRT0305,CRT0307,CRT0308,CRT0309,CRT0311,CRT0312,CRT0314,CRT0315,CRT0316,CRT0317,CRT0318,CRT0319,CRT0320,CRT0321,CRT0322,CRT0323,CRT0324,CRT0325,CRT0326,CRT0327,CRT0328,CRT0330,CRT0331,CRT0333,CRT0338,CRT0340,CRT0344,CRT0383,CRT0384,CRT0385,CRT0386,CRT0387,CRT0388,CRT0389,CRT0390,CRT0391,CRT0392,CRT0393,CRT0394,CRT0395,CRT0396,CRT0397,CRT0398,CRT0401,CRT0404,CRT0411,CRT0427,CRT0428,CRT0429,CRT0430,reprovado_vezes_CRT0001,reprovado_vezes_CRT0002,reprovado_vezes_CRT0003,reprovado_vezes_CRT0004,reprovado_vezes_CRT0005,reprovado_vezes_CRT0006,reprovado_vezes_CRT0007,reprovado_vezes_CRT0008,reprovado_vezes_CRT0009,reprovado_vezes_CRT0010,reprovado_vezes_CRT0011,reprovado_vezes_CRT0018,reprovado_vezes_CRT0025,reprovado_vezes_CRT0026,reprovado_vezes_CRT0027,reprovado_vezes_CRT0028,reprovado_vezes_CRT0029,reprovado_vezes_CRT0030,reprovado_vezes_CRT0032,reprovado_vezes_CRT0033,reprovado_vezes_CRT0034,reprovado_vezes_CRT0035,reprovado_vezes_CRT0036,reprovado_vezes_CRT0038,reprovado_vezes_CRT0039,reprovado_vezes_CRT0040,reprovado_vezes_CRT0041,reprovado_vezes_CRT0042,reprovado_vezes_CRT0043,reprovado_vezes_CRT0044,reprovado_vezes_CRT0082,reprovado_vezes_CRT0086,reprovado_vezes_CRT0092,reprovado_vezes_CRT0132,reprovado_vezes_CRT0226,reprovado_vezes_CRT0229,reprovado_vezes_CRT0233,reprovado_vezes_CRT0235,reprovado_vezes_CRT0236,reprovado_vezes_CRT0240,reprovado_vezes_CRT0242,reprovado_vezes_CRT0246,reprovado_vezes_CRT0249,reprovado_vezes_CRT0252,reprovado_vezes_CRT0266,reprovado_vezes_CRT0267,reprovado_vezes_CRT0268,reprovado_vezes_CRT0294,reprovado_vezes_CRT0296,reprovado_vezes_CRT0297,reprovado_vezes_CRT0298,reprovado_vezes_CRT0299,reprovado_vezes_CRT0300,reprovado_vezes_CRT0302,reprovado_vezes_CRT0303,reprovado_vezes_CRT0304,reprovado_vezes_CRT0305,reprovado_vezes_CRT0307,reprovado_vezes_CRT0308,reprovado_vezes_CRT0309,reprovado_vezes_CRT0311,reprovado_vezes_CRT0312,reprovado_vezes_CRT0314,reprovado_vezes_CRT0315,reprovado_vezes_CRT0316,reprovado_vezes_CRT0317,reprovado_vezes_CRT0318,reprovado_vezes_CRT0319,reprovado_vezes_CRT0320,reprovado_vezes_CRT0321,reprovado_vezes_CRT0322,reprovado_vezes_CRT0323,reprovado_vezes_CRT0324,reprovado_vezes_CRT0325,reprovado_vezes_CRT0326,reprovado_vezes_CRT0327,reprovado_vezes_CRT0328,reprovado_vezes_CRT0330,reprovado_vezes_CRT0331,reprovado_vezes_CRT0333,reprovado_vezes_CRT0338,reprovado_vezes_CRT0340,reprovado_vezes_CRT0344,reprovado_vezes_CRT0383,reprovado_vezes_CRT0384,reprovado_vezes_CRT0385,reprovado_vezes_CRT0386,reprovado_vezes_CRT0387,reprovado_vezes_CRT0388,reprovado_vezes_CRT0389,reprovado_vezes_CRT0390,reprovado_vezes_CRT0391,reprovado_vezes_CRT0392,reprovado_vezes_CRT0393,reprovado_vezes_CRT0394,reprovado_vezes_CRT0395,reprovado_vezes_CRT0396,reprovado_vezes_CRT0397,reprovado_vezes_CRT0398,reprovado_vezes_CRT0401,reprovado_vezes_CRT0404,reprovado_vezes_CRT0411,reprovado_vezes_CRT0427,reprovado_vezes_CRT0428,reprovado_vezes_CRT0429,reprovado_vezes_CRT0430
497144,CRATEÚS/CE,CRATEÚS,CIÊNCIA DA COMPUTAÇÃO,6.156,2020.1,2024.1,2784.0,13,1,17,6.045762711864406,11.301835184102861,0,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
494692,INDEPENDÊNCIA/CE,INDEPENDÊNCIA,CIÊNCIA DA COMPUTAÇÃO,4.9992,2020.1,2024.1,1712.0,13,0,21,5.320408163265306,8.617908163265307,0,1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,2,0,4,0,0,1,1,2,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495586,INDEPENDÊNCIA/CE,INDEPENDÊNCIA,CIÊNCIA DA COMPUTAÇÃO,6.8953,2020.1,2024.1,2720.0,13,1,10,7.0392156862745106,7.598431372549019,0,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
501358,CRATEÚS/CE,CRATEÚS,CIÊNCIA DA COMPUTAÇÃO,3.5566,2020.1,2024.1,1056.0,13,1,26,4.286046511627907,13.407419712070876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,1,0,0,0,0,0,0,0,0,3,0,0,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
508042,SÃO PAULO/SP,CRATEÚS,CIÊNCIA DA COMPUTAÇÃO,5.6424,2021.1,2025.1,2048.0,11,1,17,5.65,9.940510204081633,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,2,0,3,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
508997,CROATÁ/CE,CRATEÚS,CIÊNCIA DA COMPUTAÇÃO,6.5782,2021.1,2025.1,2048.0,11,1,7,7.277500000000001,7.882301282051281,0,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509630,CRATEÚS/CE,CRATEÚS,CIÊNCIA DA COMPUTAÇÃO,8.2579,2021.1,2025.1,2464.0,11,1,2,8.195,5.166641025641026,0,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
517128,FORTALEZA/CE,GUARACIABA DO NORTE,CIÊNCIA DA COMPUTAÇÃO,6.9777,2021.1,2025.1,2496.0,11,3,8,7.286666666666667,5.737545454545455,0,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508898,SANTANA DO ACARAÚ/CE,CRATEÚS,CIÊNCIA DA COMPUTAÇÃO,6.779,2021.1,2025.1,2656.0,11,1,8,6.966,5.9369836734693875,0,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
509473,CRATEÚS/CE,CRATEÚS,CIÊNCIA DA COMPUTAÇÃO,5.6795,2021.1,2025.1,2240.0,11,3,16,6.281632653061225,9.268613945578233,0,1,0,1,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
509975,BOA VISTA/RR,CRATEÚS,CIÊNCIA DA COMPUTAÇÃO,6.8097,2021.1,2025.1,2432.0,11,3,12,6.845999999999999,8.539269387755102,0,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
514488,RIO DE JANEIRO/RJ,NOVA RUSSAS,CIÊNCIA DA COMPUTAÇÃO,5.2201,2021.1,2025.1,1888.0,11,3,15,5.522222222222222,9.379494949494948,0,1,0,1,0,0,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512323,CROATÁ/CE,CROATÁ,CIÊNCIA DA COMPUTAÇÃO,6.567,2021.1,2025.1,2432.0,11,4,8,7.1863636363636365,7.950507399577167,0,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
509939,IPUEIRAS/CE,IPUEIRAS,CIÊNCIA DA COMPUTAÇÃO,7.0867,2021.1,2025.1,2848.0,10,1,8,7.307843137254902,7.02913725490196,0,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
510158,NOVA RUSSAS/CE,NOVA RUSSAS,CIÊNCIA DA COMPUTAÇÃO,6.761,2021.1,2025.1,2496.0,11,0,8,6.459183673469388,5.560382653061224,0,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
507860,CRATEÚS/CE,CRATEÚS,CIÊNCIA DA COMPUTAÇÃO,7.0645,2021.1,2025.1,2240.0,11,0,9,6.995555555555557,4.805434343434343,0,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
514266,BRASÍLIA/DF,CRATEÚS,CIÊNCIA DA COMPUTAÇÃO,1.3861,2021.1,2025.1,384.0,8,0,11,3.470588235294118,13.940955882352943,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
514663,IPU/CE,IPU,CIÊNCIA DA COMPUTAÇÃO,5.899,2021.1,2025.1,1680.0,11,2,13,6.402500000000001,10.403326923076921,0,1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
508473,INDEPENDÊNCIA/CE,INDEPENDÊNCIA,CIÊNCIA DA COMPUTAÇÃO,5.0943,2021.1,2025.1,1856.0,11,1,15,5.924444444444445,7.150070707070707,0,1,0,1,0,0,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508193,NOVA RUSSAS/CE,NOVA RUSSAS,CIÊNCIA DA COMPUTAÇÃO,8.1178,2021.1,2025.1,2784.0,11,0,3,8.22888888888889,4.384828282828282,0,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
509736,CRATEÚS/CE,CRATEÚS,CIÊNCIA DA COMPUTAÇÃO,6.4203,2021.1,2025.1,2048.0,11,3,11,6.481818181818183,8.90245243128964,0,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,3,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516833,RIO DE JANEIRO/RJ,CRATEÚS,CIÊNCIA DA COMPUTAÇÃO,5.8624,2021.1,2025.1,2240.0,11,1,12,6.508888888888887,7.157646464646465,0,1,0,1,0,0,1,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
